"Mod name","Registry name","Display name","Recipe name","Tags"
"Mystical Agriculture","mysticalagriculture:dragon_egg_seeds","Dragon Egg Seeds","mysticalagriculture:kjs_ck81fel9i8cjxdgm4qiyz67th","?"
"Mystical Agriculture","mysticalagriculture:dye_essence","Dye Essence","mysticalagriculture:seed/reprocessor/dye","?"
"Mystical Agriculture","mysticalagriculture:dye_seeds","Dye Seeds","mysticalagriculture:seed/infusion/dye","?"
"Mystical Agriculture","mysticalagriculture:earth_essence","Earth Essence","mysticalagriculture:seed/reprocessor/earth","?"
"Mystical Agriculture","mysticalagriculture:earth_seeds","Earth Seeds","mysticalagriculture:seed/infusion/earth","?"
"Mystical Agriculture","mysticalagriculture:electrum_essence","Electrum Essence","mysticalagriculture:seed/reprocessor/electrum","?"
"Mystical Agriculture","mysticalagriculture:electrum_seeds","Electrum Seeds","mysticalagriculture:seed/infusion/electrum","?"
"Mystical Agriculture","mysticalagriculture:elementium_essence","Elementium Essence","mysticalagriculture:seed/reprocessor/elementium","?"
"Mystical Agriculture","mysticalagriculture:elementium_seeds","Elementium Seeds","mysticalagriculture:kjs_47ihvt3vofui7wo6nshlizlth","?"
"Mystical Agriculture","mysticalagriculture:emerald_essence","Emerald Essence","mysticalagriculture:seed/reprocessor/emerald","?"
"Mystical Agriculture","mysticalagriculture:emerald_seeds","Emerald Seeds","mysticalagriculture:kjs_4if0wnigx8neuneqbxq04hjtp","?"
"Mystical Agriculture","mysticalagriculture:end_essence","End Essence","mysticalagriculture:seed/reprocessor/end","?"
"Mystical Agriculture","mysticalagriculture:end_seeds","End Seeds","mysticalagriculture:seed/infusion/end","?"
"Mystical Agriculture","mysticalagriculture:enderium_essence","Enderium Essence","mysticalagriculture:seed/reprocessor/enderium","?"
"Mystical Agriculture","mysticalagriculture:enderium_seeds","Enderium Seeds","mysticalagriculture:kjs_aj21dty559sh3kvn0knv8dz7e","?"
"Mystical Agriculture","mysticalagriculture:enderman_essence","Enderman Essence","mysticalagriculture:seed/reprocessor/enderman","?"
"Mystical Agriculture","mysticalagriculture:enderman_seeds","Enderman Seeds","mysticalagriculture:seed/infusion/enderman","?"
"Mystical Agriculture","mysticalagriculture:energized_steel_essence","Energized Steel Essence","mysticalagriculture:seed/reprocessor/energized_steel","?"
"Mystical Agriculture","mysticalagriculture:energized_steel_seeds","Energized Steel Seeds","mysticalagriculture:kjs_256wmhvafw1ilktov46cbt4dn","?"
"Mystical Agriculture","mysticalagriculture:experience_capsule","Experience Capsule","mysticalagriculture:experience_capsule","?"
"Mystical Agriculture","mysticalagriculture:experience_droplet","Experience Droplet","mysticalagriculture:essence/minecraft/experience_droplet","?"
"Mystical Agriculture","mysticalagriculture:experience_essence","Experience Essence","mysticalagriculture:seed/reprocessor/experience","?"
"Mystical Agriculture","mysticalagriculture:experience_seeds","Experience Seeds","mysticalagriculture:seed/infusion/experience","?"
"Mystical Agriculture","mysticalagriculture:fire_essence","Fire Essence","mysticalagriculture:seed/reprocessor/fire","?"
"Mystical Agriculture","mysticalagriculture:fire_resistance_augment","Fire Resistance Augment","mysticalagriculture:augment/fire_resistance","?"
"Mystical Agriculture","mysticalagriculture:fire_seeds","Fire Seeds","mysticalagriculture:seed/infusion/fire","?"
"Mystical Agriculture","mysticalagriculture:fish_essence","Fish Essence","mysticalagriculture:seed/reprocessor/fish","?"
"Mystical Agriculture","mysticalagriculture:fish_seeds","Fish Seeds","mysticalagriculture:seed/infusion/fish","?"
"Mystical Agriculture","mysticalagriculture:flight_augment","Flight Augment","mysticalagriculture:augment/flight","?"
"Mystical Agriculture","mysticalagriculture:fluix_essence","Fluix Essence","mysticalagriculture:seed/reprocessor/fluix","?"
"Mystical Agriculture","mysticalagriculture:fluix_seeds","Fluix Seeds","mysticalagriculture:kjs_6pjmznfwv369u7zak1o0jz5o3","?"
"Mystical Agriculture","mysticalagriculture:fluorite_essence","Fluorite Essence","mysticalagriculture:seed/reprocessor/fluorite","?"
"Mystical Agriculture","mysticalagriculture:fluorite_seeds","Fluorite Seeds","mysticalagriculture:kjs_2xn115bx3f80992vzcvt1y7s3","?"
"Mystical Agriculture","mysticalagriculture:gaia_spirit_essence","Gaia Spirit Essence","mysticalagriculture:seed/reprocessor/gaia_spirit","?"
"Mystical Agriculture","mysticalagriculture:gaia_spirit_seeds","Gaia Spirit Seeds","mysticalagriculture:kjs_3iyk68vk86vujwyxyjztj6kyh","?"
"Mystical Agriculture","mysticalagriculture:ghast_essence","Ghast Essence","mysticalagriculture:seed/reprocessor/ghast","?"
"Mystical Agriculture","mysticalagriculture:ghast_seeds","Ghast Seeds","mysticalagriculture:seed/infusion/ghast","?"
"Mystical Agriculture","mysticalagriculture:glowstone_essence","Glowstone Essence","mysticalagriculture:seed/reprocessor/glowstone","?"
"Mystical Agriculture","mysticalagriculture:glowstone_seeds","Glowstone Seeds","mysticalagriculture:seed/infusion/glowstone","?"
"Mystical Agriculture","mysticalagriculture:gold_essence","Gold Essence","mysticalagriculture:seed/reprocessor/gold","?"
"Mystical Agriculture","mysticalagriculture:gold_seeds","Gold Seeds","mysticalagriculture:kjs_3bg70ami3u1lj40v1hu9t81rd","?"
"Mystical Agriculture","mysticalagriculture:graphite_essence","Graphite Essence","mysticalagriculture:seed/reprocessor/graphite","?"
"Mystical Agriculture","mysticalagriculture:graphite_seeds","Graphite Seeds","mysticalagriculture:seed/infusion/graphite","?"
"Mystical Agriculture","mysticalagriculture:health_boost_i_augment","Health Boost I Augment","mysticalagriculture:augment/health_boost_i","?"
"Mystical Agriculture","mysticalagriculture:health_boost_ii_augment","Health Boost II Augment","mysticalagriculture:augment/health_boost_ii","?"
"Mystical Agriculture","mysticalagriculture:health_boost_iii_augment","Health Boost III Augment","mysticalagriculture:augment/health_boost_iii","?"
"Mystical Agriculture","mysticalagriculture:health_boost_iv_augment","Health Boost IV Augment","mysticalagriculture:augment/health_boost_iv","?"
"Mystical Agriculture","mysticalagriculture:health_boost_v_augment","Health Boost V Augment","mysticalagriculture:augment/health_boost_v","?"
"Mystical Agriculture","mysticalagriculture:honey_essence","Honey Essence","mysticalagriculture:seed/reprocessor/honey","?"
"Mystical Agriculture","mysticalagriculture:honey_seeds","Honey Seeds","mysticalagriculture:seed/infusion/honey","?"
"Mystical Agriculture","mysticalagriculture:hop_graphite_essence","HOP Graphite Essence","mysticalagriculture:seed/reprocessor/hop_graphite","?"
"Mystical Agriculture","mysticalagriculture:hop_graphite_seeds","HOP Graphite Seeds","mysticalagriculture:seed/infusion/hop_graphite","?"
"Mystical Agriculture","mysticalagriculture:hostile_soulium_dagger","Soulium Dagger","mysticalagriculture:hostile_soulium_dagger","?"
"Mystical Agriculture","mysticalagriculture:ice_essence","Ice Essence","mysticalagriculture:seed/reprocessor/ice","?"
"Mystical Agriculture","mysticalagriculture:ice_seeds","Ice Seeds","mysticalagriculture:seed/infusion/ice","?"
"Mystical Agriculture","mysticalagriculture:imperium_block","Imperium Block","mysticalagriculture:imperium_block","?"
"Mystical Agriculture","mysticalagriculture:imperium_block","Imperium Block","mysticalagriculture:imperium_block_combine","?"
"Mystical Agriculture","mysticalagriculture:imperium_essence","Imperium Essence","mysticalagriculture:imperium_block_uncraft","?"
"Mystical Agriculture","mysticalagriculture:imperium_essence","Imperium Essence","mysticalagriculture:supremium_essence_uncraft","?"
"Mystical Agriculture","mysticalagriculture:imperium_gemstone","Imperium Gemstone","mysticalagriculture:imperium_gemstone_block_uncraft","?"
"Mystical Agriculture","mysticalagriculture:imperium_gemstone_block","Imperium Gemstone Block","mysticalagriculture:imperium_gemstone_block","?"
"Mystical Agriculture","mysticalagriculture:imperium_growth_accelerator","Imperium Growth Accelerator","mysticalagriculture:imperium_growth_accelerator","?"
"Mystical Agriculture","mysticalagriculture:imperium_hoe","Imperium Hoe","mysticalagriculture:imperium_hoe","?"
"Mystical Agriculture","mysticalagriculture:imperium_ingot","Imperium Ingot","mysticalagriculture:imperium_ingot","?"
"Mystical Agriculture","mysticalagriculture:imperium_ingot","Imperium Ingot","mysticalagriculture:imperium_ingot_block_uncraft","?"
"Mystical Agriculture","mysticalagriculture:imperium_ingot","Imperium Ingot","mysticalagriculture:imperium_ingot_recraft","?"
"Mystical Agriculture","mysticalagriculture:imperium_ingot_block","Imperium Ingot Block","mysticalagriculture:imperium_ingot_block","?"
"Mystical Agriculture","mysticalagriculture:imperium_nugget","Imperium Nugget","mysticalagriculture:imperium_ingot_uncraft","?"
"Mystical Agriculture","mysticalagriculture:imperium_watering_can","Imperium Watering Can","mysticalagriculture:imperium_watering_can","?"
"Mystical Agriculture","mysticalagriculture:inferium_block","Inferium Block","mysticalagriculture:inferium_block","?"
"Mystical Agriculture","mysticalagriculture:inferium_essence","Inferium Essence","mysticalagriculture:inferium_block_uncraft","?"
"Mystical Agriculture","mysticalagriculture:inferium_essence","Inferium Essence","mysticalagriculture:inferium_essence_smelted","?"
"Mystical Agriculture","mysticalagriculture:inferium_essence","Inferium Essence","mysticalagriculture:prudentium_essence_uncraft","?"
"Mystical Agriculture","mysticalagriculture:inferium_essence","Inferium Essence","mysticalagriculture:seed/reprocessor/inferium","?"
"Mystical Agriculture","mysticalagriculture:inferium_gemstone","Inferium Gemstone","mysticalagriculture:inferium_gemstone_block_uncraft","?"
"Mystical Agriculture","mysticalagriculture:inferium_gemstone_block","Inferium Gemstone Block","mysticalagriculture:inferium_gemstone_block","?"
"Mystical Agriculture","mysticalagriculture:inferium_growth_accelerator","Inferium Growth Accelerator","mysticalagriculture:inferium_growth_accelerator","?"
"Mystical Agriculture","mysticalagriculture:inferium_hoe","Inferium Hoe","mysticalagriculture:inferium_hoe","?"
"Mystical Agriculture","mysticalagriculture:inferium_ingot","Inferium Ingot","mysticalagriculture:inferium_ingot","?"
"Mystical Agriculture","mysticalagriculture:inferium_ingot","Inferium Ingot","mysticalagriculture:inferium_ingot_block_uncraft","?"
"Mystical Agriculture","mysticalagriculture:inferium_ingot","Inferium Ingot","mysticalagriculture:inferium_ingot_recraft","?"
"Mystical Agriculture","mysticalagriculture:inferium_ingot_block","Inferium Ingot Block","mysticalagriculture:inferium_ingot_block","?"
"Mystical Agriculture","mysticalagriculture:inferium_nugget","Inferium Nugget","mysticalagriculture:inferium_ingot_uncraft","?"
"Mystical Agriculture","mysticalagriculture:inferium_seeds","Inferium Seeds","mysticalagriculture:inferium_seeds","?"
"Mystical Agriculture","mysticalagriculture:inferium_watering_can","Inferium Watering Can","mysticalagriculture:inferium_watering_can","?"
"Mystical Agriculture","mysticalagriculture:invar_essence","Invar Essence","mysticalagriculture:seed/reprocessor/invar","?"
"Mystical Agriculture","mysticalagriculture:invar_seeds","Invar Seeds","mysticalagriculture:kjs_a8x12l4r84oe785lg8sy4t479","?"
"Mystical Agriculture","mysticalagriculture:invar_seeds","Invar Seeds","mysticalagriculture:seed/infusion/invar","?"
"Mystical Agriculture","mysticalagriculture:iridium_essence","Iridium Essence","mysticalagriculture:seed/reprocessor/iridium","?"
"Mystical Agriculture","mysticalagriculture:iridium_seeds","Iridium Seeds","mysticalagriculture:seed/infusion/iridium","?"
"Mystical Agriculture","mysticalagriculture:iron_essence","Iron Essence","mysticalagriculture:seed/reprocessor/iron","?"
"Mystical Agriculture","mysticalagriculture:iron_seeds","Iron Seeds","mysticalagriculture:seed/infusion/iron","?"
"Mystical Agriculture","mysticalagriculture:jump_boost_i_augment","Jump Boost I Augment","mysticalagriculture:augment/jump_boost_i","?"
"Mystical Agriculture","mysticalagriculture:jump_boost_ii_augment","Jump Boost II Augment","mysticalagriculture:augment/jump_boost_ii","?"
"Mystical Agriculture","mysticalagriculture:jump_boost_iii_augment","Jump Boost III Augment","mysticalagriculture:augment/jump_boost_iii","?"
"Mystical Agriculture","mysticalagriculture:lapis_lazuli_essence","Lapis Lazuli Essence","mysticalagriculture:seed/reprocessor/lapis_lazuli","?"
"Mystical Agriculture","mysticalagriculture:lapis_lazuli_seeds","Lapis Lazuli Seeds","mysticalagriculture:kjs_2yhdz0bost0pwmi0uul29al4w","?"
"Mystical Agriculture","mysticalagriculture:lead_essence","Lead Essence","mysticalagriculture:seed/reprocessor/lead","?"
"Mystical Agriculture","mysticalagriculture:lead_seeds","Lead Seeds","mysticalagriculture:seed/infusion/lead","?"
"Mystical Agriculture","mysticalagriculture:limestone_essence","Limestone Essence","mysticalagriculture:seed/reprocessor/limestone","?"
"Mystical Agriculture","mysticalagriculture:limestone_seeds","Limestone Seeds","mysticalagriculture:seed/infusion/limestone","?"
"Mystical Agriculture","mysticalagriculture:lumium_essence","Lumium Essence","mysticalagriculture:seed/reprocessor/lumium","?"
"Mystical Agriculture","mysticalagriculture:lumium_seeds","Lumium Seeds","mysticalagriculture:kjs_2zla5ojkmevn83lhicug4k7dw","?"
"Mystical Agriculture","mysticalagriculture:manasteel_essence","Manasteel Essence","mysticalagriculture:seed/reprocessor/manasteel","?"
"Mystical Agriculture","mysticalagriculture:manasteel_seeds","Manasteel Seeds","mysticalagriculture:kjs_2vj7nc7vg7tbd9inr2zi98m2l","?"
"Mystical Agriculture","mysticalagriculture:menril_essence","Menril Essence","mysticalagriculture:seed/reprocessor/menril","?"
"Mystical Agriculture","mysticalagriculture:menril_seeds","Menril Seeds","mysticalagriculture:seed/infusion/menril","?"
"Mystical Agriculture","mysticalagriculture:mining_aoe_i_augment","Mining AOE I Augment","mysticalagriculture:augment/mining_aoe_i","?"
"Mystical Agriculture","mysticalagriculture:mining_aoe_ii_augment","Mining AOE II Augment","mysticalagriculture:augment/mining_aoe_ii","?"
"Mystical Agriculture","mysticalagriculture:mining_aoe_iii_augment","Mining AOE III Augment","mysticalagriculture:augment/mining_aoe_iii","?"
"Mystical Agriculture","mysticalagriculture:mining_aoe_iv_augment","Mining AOE IV Augment","mysticalagriculture:augment/mining_aoe_iv","?"
"Mystical Agriculture","mysticalagriculture:mining_fatigue_resistance_augment","Mining Fatigue Resistance Augment","mysticalagriculture:augment/mining_fatigue_resistance","?"
"Mystical Agriculture","mysticalagriculture:mithril_essence","Mithril Essence","mysticalagriculture:seed/reprocessor/mithril","?"
"Mystical Agriculture","mysticalagriculture:mystical_fertilizer","Mystical Fertilizer","mysticalagriculture:mystical_fertilizer","?"
"Mystical Agriculture","mysticalagriculture:mystical_fertilizer","Mystical Fertilizer","mysticalagriculture:mystical_fertilizer_better","?"
"Mystical Agriculture","mysticalagriculture:mystical_flower_essence","Mystical Flower Essence","mysticalagriculture:seed/reprocessor/mystical_flower","?"
"Mystical Agriculture","mysticalagriculture:mystical_flower_seeds","Mystical Flower Seeds","mysticalagriculture:seed/infusion/mystical_flower","?"
"Mystical Agriculture","mysticalagriculture:nature_essence","Nature Essence","mysticalagriculture:seed/reprocessor/nature","?"
"Mystical Agriculture","mysticalagriculture:nature_seeds","Nature Seeds","mysticalagriculture:seed/infusion/nature","?"
"Mystical Agriculture","mysticalagriculture:nether_essence","Nether Essence","mysticalagriculture:seed/reprocessor/nether","?"
"Mystical Agriculture","mysticalagriculture:nether_quartz_essence","Nether Quartz Essence","mysticalagriculture:seed/reprocessor/nether_quartz","?"
"Mystical Agriculture","mysticalagriculture:nether_quartz_seeds","Nether Quartz Seeds","mysticalagriculture:seed/infusion/nether_quartz","?"
"Mystical Agriculture","mysticalagriculture:nether_seeds","Nether Seeds","mysticalagriculture:seed/infusion/nether","?"
"Mystical Agriculture","mysticalagriculture:nether_star_essence","Nether Star Essence","mysticalagriculture:seed/reprocessor/nether_star","?"
"Mystical Agriculture","mysticalagriculture:nether_star_seeds","Nether Star Seeds","mysticalagriculture:kjs_2veyk920mq37lt8nqwhyfi1ru","?"
"Mystical Agriculture","mysticalagriculture:netherite_essence","Netherite Essence","mysticalagriculture:seed/reprocessor/netherite","?"
"Mystical Agriculture","mysticalagriculture:netherite_seeds","Netherite Seeds","mysticalagriculture:netherite_seeds","?"
"Mystical Agriculture","mysticalagriculture:neutronium_essence","Neutronium Essence","mysticalagriculture:seed/reprocessor/neutronium","?"
"Mystical Agriculture","mysticalagriculture:neutronium_seeds","Neutronium Seeds","mysticalagriculture:seed/infusion/neutronium","?"
"Mystical Agriculture","mysticalagriculture:nickel_essence","Nickel Essence","mysticalagriculture:seed/reprocessor/nickel","?"
"Mystical Agriculture","mysticalagriculture:nickel_seeds","Nickel Seeds","mysticalagriculture:seed/infusion/nickel","?"
"Mystical Agriculture","mysticalagriculture:night_vision_augment","Night Vision Augment","mysticalagriculture:augment/night_vision","?"
"Mystical Agriculture","mysticalagriculture:niotic_crystal_essence","Niotic Crystal Essence","mysticalagriculture:seed/reprocessor/niotic_crystal","?"
"Mystical Agriculture","mysticalagriculture:niotic_crystal_seeds","Niotic Crystal Seeds","mysticalagriculture:kjs_809tr74apn23jtmd78nje0zai","?"
"Mystical Agriculture","mysticalagriculture:nitro_crystal_essence","Nitro Crystal Essence","mysticalagriculture:seed/reprocessor/nitro_crystal","?"
"Mystical Agriculture","mysticalagriculture:nitro_crystal_seeds","Nitro Crystal Seeds","mysticalagriculture:kjs_dqq1esz89taywiymabg5h1j9g","?"
"Mystical Agriculture","mysticalagriculture:no_fall_damage_augment","No Fall Damage Augment","mysticalagriculture:augment/no_fall_damage","?"
"Mystical Agriculture","mysticalagriculture:obsidian_essence","Obsidian Essence","mysticalagriculture:seed/reprocessor/obsidian","?"
"Mystical Agriculture","mysticalagriculture:obsidian_seeds","Obsidian Seeds","mysticalagriculture:kjs_2gxadotmliibvk1oigo4y3g7d","?"
"Mystical Agriculture","mysticalagriculture:osmium_essence","Osmium Essence","mysticalagriculture:seed/reprocessor/osmium","?"
"Mystical Agriculture","mysticalagriculture:osmium_seeds","Osmium Seeds","mysticalagriculture:kjs_6quxwf1a501525rmjf6mr6qnn","?"
"Mystical Agriculture","mysticalagriculture:passive_soulium_dagger","Soulium Dagger","mysticalagriculture:passive_soulium_dagger","?"
"Mystical Agriculture","mysticalagriculture:pathing_aoe_i_augment","Pathing AOE I Augment","mysticalagriculture:augment/pathing_aoe_i","?"
"Mystical Agriculture","mysticalagriculture:pathing_aoe_ii_augment","Pathing AOE II Augment","mysticalagriculture:augment/pathing_aoe_ii","?"
"Mystical Agriculture","mysticalagriculture:pathing_aoe_iii_augment","Pathing AOE III Augment","mysticalagriculture:augment/pathing_aoe_iii","?"
"Mystical Agriculture","mysticalagriculture:pathing_aoe_iv_augment","Pathing AOE IV Augment","mysticalagriculture:augment/pathing_aoe_iv","?"
"Mystical Agriculture","mysticalagriculture:pig_essence","Pig Essence","mysticalagriculture:seed/reprocessor/pig","?"
"Mystical Agriculture","mysticalagriculture:pig_seeds","Pig Seeds","mysticalagriculture:seed/infusion/pig","?"
"Mystical Agriculture","mysticalagriculture:platinum_essence","Platinum Essence","mysticalagriculture:seed/reprocessor/platinum","?"
"Mystical Agriculture","mysticalagriculture:platinum_seeds","Platinum Seeds","mysticalagriculture:seed/infusion/platinum","?"
"Mystical Agriculture","mysticalagriculture:poison_resistance_augment","Poison Resistance Augment","mysticalagriculture:augment/poison_resistance","?"
"Mystical Agriculture","mysticalagriculture:prismarine_essence","Prismarine Essence","mysticalagriculture:seed/reprocessor/prismarine","?"
"Mystical Agriculture","mysticalagriculture:prismarine_seeds","Prismarine Seeds","mysticalagriculture:seed/infusion/prismarine","?"
"Mystical Agriculture","mysticalagriculture:prosperity_block","Prosperity Block","mysticalagriculture:prosperity_block","?"
"Mystical Agriculture","mysticalagriculture:prosperity_gemstone","Prosperity Gemstone","mysticalagriculture:prosperity_gemstone","?"
"Mystical Agriculture","mysticalagriculture:prosperity_gemstone","Prosperity Gemstone","mysticalagriculture:prosperity_gemstone_block_uncraft","?"
"Mystical Agriculture","mysticalagriculture:prosperity_gemstone_block","Prosperity Gemstone Block","mysticalagriculture:prosperity_gemstone_block","?"
"Mystical Agriculture","mysticalagriculture:prosperity_ingot","Prosperity Ingot","mysticalagriculture:prosperity_ingot_block_uncraft","?"
"Mystical Agriculture","mysticalagriculture:prosperity_ingot","Prosperity Ingot","mysticalagriculture:prosperity_ingot_recraft","?"
"Mystical Agriculture","mysticalagriculture:prosperity_ingot_block","Prosperity Ingot Block","mysticalagriculture:prosperity_ingot_block","?"
"Mystical Agriculture","mysticalagriculture:prosperity_nugget","Prosperity Nugget","mysticalagriculture:prosperity_ingot_uncraft","?"
"Mystical Agriculture","mysticalagriculture:prosperity_shard","Prosperity Shard","mysticalagriculture:prosperity_block_uncraft","?"
"Mystical Agriculture","mysticalagriculture:prosperity_shard","Prosperity Shard","mysticalagriculture:prosperity_shard_smelted","?"
"Mystical Agriculture","mysticalagriculture:prudentium_block","Prudentium Block","mysticalagriculture:prudentium_block","?"
"Mystical Agriculture","mysticalagriculture:prudentium_block","Prudentium Block","mysticalagriculture:prudentium_block_combine","?"
"Mystical Agriculture","mysticalagriculture:prudentium_essence","Prudentium Essence","mysticalagriculture:prudentium_block_uncraft","?"
"Mystical Agriculture","mysticalagriculture:prudentium_essence","Prudentium Essence","mysticalagriculture:tertium_essence_uncraft","?"
"Mystical Agriculture","mysticalagriculture:prudentium_gemstone","Prudentium Gemstone","mysticalagriculture:prudentium_gemstone_block_uncraft","?"
"Mystical Agriculture","mysticalagriculture:prudentium_gemstone_block","Prudentium Gemstone Block","mysticalagriculture:prudentium_gemstone_block","?"
"Mystical Agriculture","mysticalagriculture:prudentium_growth_accelerator","Prudentium Growth Accelerator","mysticalagriculture:prudentium_growth_accelerator","?"
"Mystical Agriculture","mysticalagriculture:prudentium_hoe","Prudentium Hoe","mysticalagriculture:prudentium_hoe","?"
"Mystical Agriculture","mysticalagriculture:prudentium_ingot","Prudentium Ingot","mysticalagriculture:prudentium_ingot","?"
"Mystical Agriculture","mysticalagriculture:prudentium_ingot","Prudentium Ingot","mysticalagriculture:prudentium_ingot_block_uncraft","?"
"Mystical Agriculture","mysticalagriculture:prudentium_ingot","Prudentium Ingot","mysticalagriculture:prudentium_ingot_recraft","?"
"Mystical Agriculture","mysticalagriculture:prudentium_ingot_block","Prudentium Ingot Block","mysticalagriculture:prudentium_ingot_block","?"
"Mystical Agriculture","mysticalagriculture:prudentium_nugget","Prudentium Nugget","mysticalagriculture:prudentium_ingot_uncraft","?"
"Mystical Agriculture","mysticalagriculture:prudentium_watering_can","Prudentium Watering Can","mysticalagriculture:prudentium_watering_can","?"
"Mystical Agriculture","mysticalagriculture:quartz_enriched_iron_essence","Quartz Enriched Iron Essence","mysticalagriculture:seed/reprocessor/quartz_enriched_iron","?"
"Mystical Agriculture","mysticalagriculture:quartz_enriched_iron_seeds","Quartz Enriched Iron Seeds","mysticalagriculture:seed/infusion/quartz_enriched_iron","?"
"Mystical Agriculture","mysticalagriculture:rabbit_essence","Rabbit Essence","mysticalagriculture:seed/reprocessor/rabbit","?"
"Mystical Agriculture","mysticalagriculture:rabbit_seeds","Rabbit Seeds","mysticalagriculture:seed/infusion/rabbit","?"
"Mystical Agriculture","mysticalagriculture:redstone_essence","Redstone Essence","mysticalagriculture:seed/reprocessor/redstone","?"
"Mystical Agriculture","mysticalagriculture:redstone_seeds","Redstone Seeds","mysticalagriculture:kjs_e0534ga6cymtu09kp3s7jgldl","?"
"Mystical Agriculture","mysticalagriculture:refined_glowstone_essence","Refined Glowstone Essence","mysticalagriculture:seed/reprocessor/refined_glowstone","?"
"Mystical Agriculture","mysticalagriculture:refined_glowstone_seeds","Refined Glowstone Seeds","mysticalagriculture:seed/infusion/refined_glowstone","?"
"Mystical Agriculture","mysticalagriculture:refined_obsidian_essence","Refined Obsidian Essence","mysticalagriculture:seed/reprocessor/refined_obsidian","?"
"Mystical Agriculture","mysticalagriculture:refined_obsidian_seeds","Refined Obsidian Seeds","mysticalagriculture:seed/infusion/refined_obsidian","?"
"Mystical Agriculture","mysticalagriculture:rubber_essence","Rubber Essence","mysticalagriculture:seed/reprocessor/rubber","?"
"Mystical Agriculture","mysticalagriculture:rubber_seeds","Rubber Seeds","mysticalagriculture:kjs_24bnqmz34gl88jv9d2his6s74","?"
"Mystical Agriculture","mysticalagriculture:rubber_seeds","Rubber Seeds","mysticalagriculture:kjs_56al1os4nc3btljewfw89wudq","?"
"Mystical Agriculture","mysticalagriculture:ruby_essence","Ruby Essence","mysticalagriculture:seed/reprocessor/ruby","?"
"Mystical Agriculture","mysticalagriculture:ruby_seeds","Ruby Seeds","mysticalagriculture:seed/infusion/ruby","?"
"Mystical Agriculture","mysticalagriculture:saltpeter_essence","Saltpeter Essence","mysticalagriculture:seed/reprocessor/saltpeter","?"
"Mystical Agriculture","mysticalagriculture:saltpeter_seeds","Saltpeter Seeds","mysticalagriculture:seed/infusion/saltpeter","?"
"Mystical Agriculture","mysticalagriculture:sapphire_essence","Sapphire Essence","mysticalagriculture:seed/reprocessor/sapphire","?"
"Mystical Agriculture","mysticalagriculture:sapphire_seeds","Sapphire Seeds","mysticalagriculture:seed/infusion/sapphire","?"
"Mystical Agriculture","mysticalagriculture:sheep_essence","Sheep Essence","mysticalagriculture:seed/reprocessor/sheep","?"
"Mystical Agriculture","mysticalagriculture:sheep_seeds","Sheep Seeds","mysticalagriculture:seed/infusion/sheep","?"
"Mystical Agriculture","mysticalagriculture:signalum_essence","Signalum Essence","mysticalagriculture:seed/reprocessor/signalum","?"
"Mystical Agriculture","mysticalagriculture:signalum_seeds","Signalum Seeds","mysticalagriculture:kjs_emz5vh2j9a0f97pgpvfzbfzog","?"
"Mystical Agriculture","mysticalagriculture:silicon_essence","Silicon Essence","mysticalagriculture:seed/reprocessor/silicon","?"
"Mystical Agriculture","mysticalagriculture:silicon_seeds","Silicon Seeds","mysticalagriculture:seed/infusion/silicon","?"
"Mystical Agriculture","mysticalagriculture:silver_essence","Silver Essence","mysticalagriculture:seed/reprocessor/silver","?"
"Mystical Agriculture","mysticalagriculture:silver_seeds","Silver Seeds","mysticalagriculture:seed/infusion/silver","?"
"Mystical Agriculture","mysticalagriculture:skeleton_essence","Skeleton Essence","mysticalagriculture:seed/reprocessor/skeleton","?"
"Mystical Agriculture","mysticalagriculture:skeleton_seeds","Skeleton Seeds","mysticalagriculture:seed/infusion/skeleton","?"
"Mystical Agriculture","mysticalagriculture:sky_stone_essence","Sky Stone Essence","mysticalagriculture:seed/reprocessor/sky_stone","?"
"Mystical Agriculture","mysticalagriculture:sky_stone_seeds","Sky Stone Seeds","mysticalagriculture:seed/infusion/sky_stone","?"
"Mystical Agriculture","mysticalagriculture:slime_essence","Slime Essence","mysticalagriculture:seed/reprocessor/slime","?"
"Mystical Agriculture","mysticalagriculture:slime_seeds","Slime Seeds","mysticalagriculture:seed/infusion/slime","?"
"Mystical Agriculture","mysticalagriculture:soul_dust","Soul Dust","mysticalagriculture:soul_dust_smelted","?"
"Mystical Agriculture","mysticalagriculture:soul_extractor","Soul Extractor","mysticalagriculture:soul_extractor","?"
"Mystical Agriculture","mysticalagriculture:soul_glass","Soul Glass","mysticalagriculture:soul_glass","?"
"Mystical Agriculture","mysticalagriculture:soul_jar","Soul Jar","mysticalagriculture:soul_jar","?"
"Mystical Agriculture","mysticalagriculture:soul_jar","Soul Jar","mysticalagriculture:soul_jar_empty","?"
"Mystical Agriculture","mysticalagriculture:soul_jar","Soul Jar","mysticalagriculture:souls/arrow","?"
"Mystical Agriculture","mysticalagriculture:soul_jar","Soul Jar","mysticalagriculture:souls/basalz_rod","?"
"Mystical Agriculture","mysticalagriculture:soul_jar","Soul Jar","mysticalagriculture:souls/beef","?"
"Mystical Agriculture","mysticalagriculture:soul_jar","Soul Jar","mysticalagriculture:souls/blaze_rod","?"
"Mystical Agriculture","mysticalagriculture:soul_jar","Soul Jar","mysticalagriculture:souls/blitz_rod","?"
"Mystical Agriculture","mysticalagriculture:soul_jar","Soul Jar","mysticalagriculture:souls/blizz_rod","?"
